PPG (Pulse)	Respiration (SS5LB)
0.181519	3.80188
0.106262	3.81592
0.0317383	3.82935
-0.0410156	3.84247
-0.109863	3.85559
-0.172974	3.86993
-0.230713	3.8855
-0.284973	3.90137
-0.33783	3.91754
-0.388245	3.93372
-0.434265	3.9505
-0.4729	3.9679
-0.502441	3.98621
-0.522644	4.00543
-0.534546	4.02435
-0.539734	4.04297
-0.540405	4.05975
-0.53717	4.07532
-0.529724	4.08905
-0.517151	4.10278
-0.499451	4.11621
-0.477539	4.12994
-0.453735	4.14307
-0.430725	4.15558
-0.409241	4.16809
-0.387939	4.17999
-0.36499	4.19159
-0.339294	4.2038
-0.311768	4.21722
-0.283142	4.23279
-0.255249	4.24988
-0.230469	4.2688
-0.210938	4.29169
-0.195862	4.3222
-0.183716	4.36096
-0.171387	4.4046
-0.157471	4.44824
-0.142212	4.48822
-0.128418	4.52515
-0.119446	4.56024
-0.117188	4.59503
-0.120667	4.63501
-0.126831	4.68475
-0.131592	4.74579
-0.134583	4.81049
-0.137878	4.8703
-0.145874	4.92004
-0.159668	4.96002
-0.17804	4.9942
-0.198975	5.02472
-0.22168	5.05219
-0.245056	5.0769
-0.268494	5.09888
-0.291809	5.1181
-0.315491	5.13458
-0.339539	5.14893
-0.364624	5.16083
-0.390137	5.17151
-0.41571	5.18066
-0.440308	5.1886
-0.463562	5.19501
-0.485901	5.2005
-0.50824	5.20477
-0.530701	5.20874
-0.552917	5.2121
-0.573914	5.21454
-0.593262	5.21637
-0.610474	5.21881
-0.626526	5.22278
-0.641296	5.22888
-0.654785	5.23682
-0.66687	5.24811
-0.678101	5.26245
-0.688171	5.27924
-0.696533	5.29633
-0.702759	5.31158
-0.707947	5.3244
-0.714233	5.33417
-0.721863	5.34149
-0.729309	5.34729
-0.734497	5.35187
-0.736084	5.35645
-0.735413	5.36102
-0.734131	5.3656
-0.734192	5.36987
-0.735229	5.37445
-0.735901	5.38025
-0.734741	5.38818
-0.732056	5.39764
-0.728821	5.4071
-0.725647	5.41565
-0.722107	5.42236
-0.718384	5.42694
-0.715149	5.42969
-0.713013	5.43274
-0.710327	5.43762
-0.705688	5.44708
-0.697083	5.46112
-0.681335	5.47821
-0.652222	5.495
-0.603638	5.50873
-0.532104	5.51849
-0.435913	5.52521
-0.31427	5.52979
-0.169006	5.53375
-0.00579834	5.5365
0.166443	5.53894
0.338562	5.54077
0.503052	5.5426
0.65564	5.54443
0.794373	5.54596
0.91925	5.54718
1.03058	5.54779
1.12946	5.5481
1.2168	5.54779
1.29272	5.54718
1.35541	5.54626
1.40491	5.54535
1.44208	5.54474
1.46863	5.54504
1.48553	5.54688
1.49316	5.54993
1.49261	5.5545
1.4845	5.56183
1.46832	5.5722
1.4444	5.58624
1.41345	5.60303
1.37653	5.62225
1.3338	5.64514
1.28564	5.67413
1.23242	5.70862
1.17548	5.74524
1.11438	5.77972
1.04901	5.80994
0.978577	5.83679
0.903564	5.86151
0.8255	5.88409
0.746521	5.90393
0.668091	5.92133
0.589905	5.9375
0.510193	5.95245
0.428589	5.96558
0.345886	5.97626
0.264099	5.98541
0.182556	5.99396
0.101196	6.0025
0.0201416	6.01135
-0.0576172	6.0199
-0.130554	6.02722
-0.198425	6.03302
-0.261597	6.03668
-0.319824	6.0379
-0.372131	6.03729
-0.418762	6.03546
-0.460083	6.03363
-0.495361	6.03271
-0.52417	6.03149
-0.546448	6.02997
-0.564148	6.02844
-0.577759	6.02753
-0.587036	6.02814
-0.59137	6.02966
-0.591003	6.03149
-0.585693	6.03241
-0.575806	6.0321
-0.561096	6.03088
-0.542175	6.02936
-0.519348	6.02722
-0.49292	6.02509
-0.463135	6.02264
-0.430786	6.01959
-0.396118	6.01563
-0.360229	6.01074
-0.324585	6.00525
-0.291077	6.00037
-0.26001	5.9964
-0.231934	5.99335
-0.206238	5.99121
-0.183655	5.98877
-0.164246	5.98602
-0.148621	5.98267
-0.137329	5.97839
-0.130371	5.97412
-0.127197	5.96985
-0.128052	5.96558
-0.132935	5.96161
-0.142395	5.95734
-0.154968	5.95245
-0.169495	5.94757
-0.184875	5.94238
-0.201172	5.9375
-0.217041	5.93323
-0.232544	5.93048
-0.247925	5.92987
-0.265076	5.92987
-0.285156	5.92896
-0.308472	5.9259
-0.333252	5.92163
-0.357727	5.91583
-0.380188	5.90912
-0.400452	5.90179
-0.419495	5.89447
-0.43927	5.88684
-0.460266	5.87921
-0.482666	5.87189
-0.505249	5.86456
-0.527405	5.85693
-0.548279	5.849
-0.568542	5.84045
-0.588623	5.8316
-0.608826	5.82275
-0.62793	5.8139
-0.644287	5.80444
-0.657349	5.79559
-0.668396	5.78674
-0.678955	5.7785
-0.690002	5.76996
-0.700623	5.76233
-0.709839	5.75623
-0.716614	5.75195
-0.721069	5.7489
-0.72345	5.74738
-0.724915	5.74615
-0.72583	5.74493
-0.727173	5.74219
-0.728271	5.73792
-0.728821	5.73334
-0.72699	5.72845
-0.72168	5.72388
-0.710754	5.7196
-0.692078	5.71503
-0.662781	5.71014
-0.619568	5.70435
-0.556763	5.69794
-0.46875	5.69092
-0.352051	5.68359
-0.209167	5.67688
-0.0470581	5.66956
0.125122	5.66223
0.296692	5.6546
0.455811	5.64667
0.596375	5.63873
0.719177	5.63049
0.829895	5.62195
0.931519	5.6131
1.02325	5.60425
1.10315	5.5954
1.17145	5.58746
1.22858	5.57953
1.27582	5.5719
1.31372	5.56458
1.34283	5.55725
1.36334	5.54962
1.37518	5.5423
1.37854	5.53497
1.37317	5.52734
1.35864	5.51971
1.33679	5.51178
1.31171	5.50415
1.28607	5.49622
1.25879	5.48859
1.22681	5.48096
1.18756	5.47394
1.1416	5.46753
1.08948	5.46143
1.03217	5.45563
0.971191	5.44952
0.908081	5.44342
0.843079	5.43701
0.776917	5.4306
0.708496	5.42542
0.637024	5.42145
0.561401	5.41779
0.482666	5.41382
0.403076	5.40894
0.324524	5.40344
0.245728	5.39764
0.164795	5.39215
0.0819702	5.38696
0.0010376	5.38208
-0.0740967	5.3775
-0.141479	5.37231
-0.202698	5.36621
-0.259094	5.3598
-0.312012	5.35339
-0.361145	5.3476
-0.406433	5.3421
-0.447144	5.33691
-0.4823	5.33234
-0.510803	5.32806
-0.532593	5.32349
-0.548279	5.3186
-0.559204	5.3125
-0.565491	5.30609
-0.566956	5.29968
-0.562866	5.29297
-0.55304	5.28656
-0.53717	5.28015
-0.515381	5.27405
-0.488953	5.26855
-0.460327	5.26337
-0.430847	5.25848
-0.401428	5.2536
-0.37146	5.24872
-0.342102	5.24323
-0.313721	5.23712
-0.289368	5.23132
-0.27124	5.22491
-0.260559	5.21851
-0.254883	5.21149
-0.250183	5.20477
-0.244324	5.19775
-0.239685	5.19043
-0.239136	5.18341
-0.24469	5.1767
-0.254395	5.16998
-0.265442	5.16357
-0.275452	5.15747
-0.284668	5.15198
-0.294312	5.14679
-0.305237	5.1416
-0.316956	5.1358
-0.328918	5.12939
-0.34137	5.12238
-0.355652	5.11505
-0.372192	5.10712
-0.390259	5.09949
-0.408569	5.09186
-0.427185	5.08484
-0.445679	5.07813
-0.464294	5.07141
-0.483032	5.06409
-0.502563	5.05707
-0.522522	5.04974
-0.542542	5.04303
-0.561768	5.03601
-0.581055	5.02899
-0.600708	5.02136
-0.619934	5.01343
-0.63623	5.0061
-0.649475	4.99878
-0.660339	4.99176
-0.671814	4.98474
-0.684387	4.97711
-0.697388	4.96948
-0.709351	4.96155
-0.720032	4.95361
-0.729675	4.94629
-0.739319	4.93896
-0.748901	4.93164
-0.75769	4.92371
-0.765259	4.91516
-0.772156	4.90631
-0.778137	4.89716
-0.782043	4.888
-0.780884	4.87854
-0.772339	4.86908
-0.752869	4.86023
-0.718384	4.85138
-0.662903	4.84253
-0.582458	4.83337
-0.474731	4.82422
-0.341064	4.81537
-0.184998	4.80591
-0.0136719	4.79584
0.162354	4.78485
0.333435	4.77386
0.49353	4.76349
0.641663	4.75372
0.777588	4.74396
0.899841	4.7348
1.00781	4.72565
1.10284	4.7171
1.18671	4.70856
1.25928	4.69971
1.32031	4.69086
1.36938	4.68262
1.40796	4.67468
1.43646	4.66644
1.45544	4.6582
1.46436	4.64966
1.46429	4.64111
1.45691	4.63287
1.44373	4.62494
1.42444	4.617
1.39795	4.60907
1.36353	4.60175
1.32239	4.59442
1.27576	4.5874
1.22449	4.57977
1.16803	4.57123
1.10675	4.56146
1.04071	4.55078
0.971375	4.5401
0.899597	4.52942
0.826538	4.51874
0.75293	4.50836
0.678833	4.49829
0.603027	4.48822
0.524902	4.47815
0.444458	4.46808
0.36377	4.4574
0.283752	4.44641
0.205688	4.43481
0.129517	4.42322
0.055603	4.41132
-0.0159912	4.39911
-0.0852051	4.3866
-0.1521	4.37347
-0.215637	4.36035
-0.274231	4.34784
-0.325378	4.33563
-0.367981	4.32312
-0.40271	4.30939
-0.431641	4.29413
-0.456421	4.27673
-0.478516	4.25751
-0.496765	4.23645
-0.509766	4.21417
-0.515747	4.1925
-0.515869	4.17236
-0.511414	4.15344
-0.503418	4.13544
-0.490662	4.11774
-0.473267	4.10095
-0.452637	4.08539
-0.430298	4.07135
-0.406128	4.05823
-0.379761	4.0448
-0.351929	4.03137
-0.325073	4.01672
-0.299622	4.00085
-0.27478	3.98407
-0.249817	3.96698
-0.225647	3.9502
-0.203552	3.9328
-0.184814	3.91388
-0.170044	3.89374
-0.160339	3.87207
-0.154724	3.84918
-0.151917	3.82477
-0.150513	3.80005
-0.151062	3.77594
-0.153809	3.75275
-0.159668	3.73077
-0.168152	3.70911
-0.178223	3.68713
-0.189392	3.66241
-0.202087	3.63281
-0.217468	3.59406
-0.236023	3.54614
-0.256287	3.49365
-0.277344	3.4433
-0.299133	3.40118
-0.321899	3.36761
-0.34491	3.33923
-0.367859	3.31146
-0.390686	3.27972
-0.414124	3.2428
-0.43811	3.20068
-0.462158	3.1543
-0.484924	3.10516
-0.506042	3.0545
-0.525452	3.00537
-0.544067	2.95776
-0.562256	2.91107
-0.580261	2.86377
-0.597595	2.81525
-0.614929	2.76794
-0.63208	2.7243
-0.648254	2.68585
-0.661804	2.65259
-0.673767	2.62299
-0.685425	2.59644
-0.698242	2.57172
-0.710693	2.54913
-0.72168	2.52808
-0.730164	2.50916
-0.736938	2.49176
-0.741943	2.47498
-0.743164	2.4588
-0.735168	2.44232
-0.710449	2.42584
-0.662659	2.40906
-0.589478	2.39197
-0.490234	2.37366
-0.365479	2.35382
-0.217651	2.33185
-0.0526123	2.30927
0.120667	2.2876
0.292664	2.26807
0.457153	2.25037
0.609985	2.23297
0.749634	2.21558
0.875793	2.19757
0.989502	2.17987
1.09149	2.16248
1.18225	2.14355
1.26172	2.12189
1.32983	2.09778
1.38593	2.07397
1.43036	2.05292
1.46442	2.03644
1.48926	2.02179
1.50433	2.00592
1.50983	1.98761
1.5061	1.96747
1.49445	1.94702
1.47565	1.9278
1.45081	1.90948
1.4209	1.89178
1.38727	1.87469
1.349	1.85883
1.30566	1.84357
1.25684	1.82709
1.20306	1.80817
1.14447	1.78528
1.08179	1.75781
1.01483	1.72821
0.94342	1.6983
0.866638	1.67114
0.786438	1.64734
0.705444	1.6275
0.626465	1.61041
0.5495	1.59576
0.472961	1.58295
0.395264	1.57196
0.316833	1.5625
0.238831	1.55426
0.163513	1.54633
0.0916138	1.53778
0.0230713	1.52771
-0.0427856	1.5155
-0.105103	1.50238
-0.163025	1.48834
-0.215515	1.47339
-0.262939	1.45416
-0.306458	1.42761
-0.346558	1.39465
-0.381775	1.35956
-0.409668	1.32782
-0.427917	1.30127
-0.438599	1.27869
-0.444336	1.25763
-0.447327	1.23627
-0.446411	1.21429
-0.43988	1.19141
-0.427124	1.16974
-0.408508	1.1499
-0.385071	1.1322
-0.35791	1.11542
-0.327881	1.10016
-0.297668	1.08521
-0.269531	1.07056
-0.24469	1.0553
-0.221741	1.03912
-0.198853	1.02173
-0.174744	1.00433
-0.151611	0.987549
-0.131531	0.971375
-0.116882	0.955811
-0.107666	0.941162
-0.102966	0.926819
-0.101257	0.91217
-0.101685	0.896912
-0.104187	0.881653
-0.109131	0.866699
-0.117065	0.851746
-0.12854	0.836792
-0.143066	0.823059
-0.159241	0.810242
-0.175354	0.799561
-0.191406	0.78949
-0.208313	0.78064
-0.228394	0.77179
-0.251953	0.763245
-0.277466	0.754089
-0.301575	0.744019
-0.32251	0.732422
-0.341492	0.719299
-0.36145	0.705566
-0.383667	0.691833
-0.407043	0.678406
-0.429626	0.662842
-0.451416	0.640564
-0.4729	0.609436
-0.495117	0.570984
-0.518066	0.531311
-0.541382	0.494385
-0.564026	0.45929
-0.58551	0.419617
-0.604797	0.372009
-0.623047	0.319214
-0.640137	0.270996
-0.656494	0.238342
-0.671021	0.22583
-0.68396	0.230103
-0.69635	0.24292
-0.710144	0.256042
-0.724976	0.263977
-0.740295	0.264893
-0.754578	0.255737
-0.76709	0.234985
-0.776428	0.205688
-0.782166	0.173645
-0.784363	0.144348
-0.783386	0.119324
-0.777344	0.0979614
-0.76239	0.0787354
-0.73291	0.0610352
-0.684265	0.0442505
-0.612183	0.027771
-0.514832	0.0115967
-0.391052	-0.00457764
-0.242859	-0.0213623
-0.0759277	-0.0384521
0.0998535	-0.0570679
0.275513	-0.0772095
0.444031	-0.098877
0.602051	-0.12207
0.74762	-0.145264
0.879761	-0.167542
0.998901	-0.188293
1.10571	-0.206604
1.20068	-0.223083
1.28455	-0.239258
1.35767	-0.255737
1.42065	-0.271912
1.47327	-0.287781
1.51556	-0.303345
1.54767	-0.320435
1.57025	-0.338745
1.58276	-0.358887
1.58398	-0.381165
1.57361	-0.404663
1.55389	-0.429688
1.52783	-0.454712
1.4975	-0.479736
1.46155	-0.505981
1.41907	-0.534363
1.36975	-0.565186
1.315	-0.597534
1.25555	-0.628662
1.19122	-0.656738
1.12213	-0.681152
1.05048	-0.703125
0.978027	-0.726624
0.905884	-0.754395
0.833069	-0.788879
0.759338	-0.830078
0.684143	-0.875854
0.608032	-0.922546
0.530579	-0.965576
0.451782	-1.00098
0.37207	-1.02814
0.292908	-1.04828
0.21637	-1.06384
0.143433	-1.07635
0.0738525	-1.08673
0.00701904	-1.09619
-0.0577393	-1.10443
-0.11853	-1.11237
-0.173828	-1.12
-0.222534	-1.12732
-0.265686	-1.13434
-0.304443	-1.14044
-0.338989	-1.14655
-0.367493	-1.15356
-0.389587	-1.1615
-0.405518	-1.17096
-0.416016	-1.18164
-0.420776	-1.19476
-0.420837	-1.21368
-0.416687	-1.24176
-0.409607	-1.2796
-0.39917	-1.32477
-0.385193	-1.37177
-0.367371	-1.41602
-0.346436	-1.45477
-0.323486	-1.48865
-0.300171	-1.51825
-0.276306	-1.54449
-0.251587	-1.56799
-0.226501	-1.58875
-0.203369	-1.60828
-0.183472	-1.62689
-0.167358	-1.64581
-0.154419	-1.66412
-0.145752	-1.68182
-0.141296	-1.69922
-0.140686	-1.71722
-0.143433	-1.73645
-0.149841	-1.75629
-0.159607	-1.77521
-0.171814	-1.79291
-0.184387	-1.81213
-0.197815	-1.8454
-0.212524	-1.9043
-0.23053	-1.99066
-0.251465	-2.09015
-0.274048	-2.18384
-0.296692	-2.26379
-0.319153	-2.33398
-0.341736	-2.40143
-0.366028	-2.46979
-0.392639	-2.54028
-0.421509	-2.61169
-0.450806	-2.6825
-0.478455	-2.75055
-0.503235	-2.81311
-0.526245	-2.86957
-0.547852	-2.92023
-0.569275	-2.96722
-0.591125	-3.01208
-0.61438	-3.05603
-0.638672	-3.10028
-0.663513	-3.14972
-0.686279	-3.21533
-0.705444	-3.30963
-0.720398	-3.43994
-0.733337	-3.60657
-0.74585	-3.80615
-0.758423	-4.02924
-0.769836	-4.25568
-0.780273	-4.45801
-0.790466	-4.61609
-0.800842	-4.72717
-0.809998	-4.80286
-0.817139	-4.85779
-0.821838	-4.90448
-0.825073	-4.95544
-0.827148	-5.02441
-0.828186	-5.12482
-0.827026	-5.27313
-0.824158	-5.48737
-0.820435	-5.77515
-0.817383	-6.12152
-0.815308	-6.48987
-0.813599	-6.83929
-0.811768	-7.14355
-0.809692	-7.39349
-0.806335	-7.59186
-0.801575	-7.74536
-0.795593	-7.86194
-0.790405	-7.9483
-0.786316	-8.01056
-0.783264	-8.05542
-0.780212	-8.08838
-0.776306	-8.11462
-0.768982	-8.1366
-0.755005	-8.15369
-0.730286	-8.16589
-0.690674	-8.17291
-0.63147	-8.17566
-0.548523	-8.17474
-0.438782	-8.17108
-0.30188	-8.16498
-0.14032	-8.15735
0.0383301	-8.14789
0.225769	-8.13751
0.41217	-8.12622
0.590393	-8.11432
0.754944	-8.10211
0.904602	-8.0896
1.04114	-8.07648
1.16632	-8.06335
1.27814	-8.04962
1.37476	-8.03589
1.45569	-8.02185
1.52393	-8.00781
1.58197	-7.99408
1.6308	-7.98065
1.66925	-7.96692
1.6969	-7.95319
1.71332	-7.93915
1.71893	-7.92542
1.7149	-7.91168
1.7027	-7.89764
1.6828	-7.88391
1.6557	-7.86987
1.62073	-7.85614
1.5788	-7.84241
1.53015	-7.82867
1.4751	-7.81525
1.41382	-7.80151
1.34674	-7.78809
1.27081	-7.77466
1.18365	-7.76123
1.08569	-7.7478
0.983398	-7.73438
0.883362	-7.72095
0.787415	-7.70721
0.693054	-7.69318
0.599243	-7.67944
0.506226	-7.66571
0.415955	-7.65259
0.328918	-7.63947
0.244812	-7.62634
0.163147	-7.61292
0.0848389	-7.59979
0.0109253	-7.58667
-0.0582275	-7.57355
-0.12384	-7.56042
-0.186584	-7.5473
-0.246948	-7.53387
-0.303223	-7.52014
-0.354187	-7.50702
-0.398132	-7.4939
-0.435669	-7.48077
-0.467773	-7.46796
-0.495422	-7.45483
-0.5177	-7.44171
-0.533875	-7.42859
-0.543274	-7.41547
-0.546692	-7.40265
-0.545044	-7.39014
-0.539063	-7.37732
-0.529114	-7.3645
-0.515442	-7.35168
-0.498413	-7.33856
-0.478882	-7.32605
-0.45697	-7.31323
-0.432861	-7.30072
-0.406494	-7.2876
-0.378601	-7.27478
-0.35022	-7.26196
-0.323181	-7.24945
-0.298767	-7.23694
-0.278625	-7.22443
-0.262939	-7.21161
-0.25116	-7.1991
-0.242004	-7.18628
-0.235352	-7.17316
-0.230896	-7.16034
-0.229004	-7.14813
-0.228943	-7.13593
-0.230957	-7.12402
-0.235352	-7.11151
-0.24292	-7.099
-0.253723	-7.08649
-0.267578	-7.07397
-0.284119	-7.06177
-0.303894	-7.04926
-0.326172	-7.03735
-0.349609	-7.02515
-0.371826	-7.01324
-0.393066	-7.00104
-0.414734	-6.98853
-0.437988	-6.97662
-0.461975	-6.96442
-0.485596	-6.95251
-0.508667	-6.94031
-0.532715	-6.9281
-0.558044	-6.91559
-0.583679	-6.90369
-0.607849	-6.89178
-0.630737	-6.87988
-0.653931	-6.86798
-0.679382	-6.85577
-0.705566	-6.84357
-0.730286	-6.83167
-0.75061	-6.82007
-0.766846	-6.80817
-0.780579	-6.79626
-0.79303	-6.78436
-0.804077	-6.77277
-0.812317	-6.76086
-0.818298	-6.74896
-0.824646	-6.73706
-0.833069	-6.72516
-0.843445	-6.71326
-0.853333	-6.70135
-0.861145	-6.68976
-0.866882	-6.67847
-0.871094	-6.66687
-0.87323	-6.65527
-0.87384	-6.64368
-0.872498	-6.63208
-0.869385	-6.62079
-0.864258	-6.6095
-0.857727	-6.5979
-0.851257	-6.58661
-0.84552	-6.57501
-0.84021	-6.56372
-0.835327	-6.55273
-0.8302	-6.54144
-0.824707	-6.52985
-0.818176	-6.51825
-0.811401	-6.50696
-0.804688	-6.49567
-0.797607	-6.48468
-0.786865	-6.47369
-0.768066	-6.4624
-0.735291	-6.45111
-0.682617	-6.43951
-0.604614	-6.42822
-0.498779	-6.41663
-0.365601	-6.40503
-0.20874	-6.39343
-0.0339966	-6.38245
0.149902	-6.37115
0.334717	-6.36017
0.513	-6.34888
0.680115	-6.33759
0.833313	-6.32629
0.971497	-6.31531
1.09509	-6.30432
1.20544	-6.29333
1.30225	-6.28265
1.38562	-6.27197
1.45557	-6.26099
1.51318	-6.25
1.55865	-6.23901
1.59314	-6.22803
1.61761	-6.21735
1.63373	-6.20667
1.64209	-6.19598
1.64233	-6.1853
1.63385	-6.17401
1.61652	-6.16302
1.58997	-6.15265
1.55493	-6.14227
1.5116	-6.1319
1.46454	-6.12122
1.41791	-6.11053
1.37286	-6.10016
1.32617	-6.08978
1.27356	-6.07971
1.21271	-6.06934
1.14459	-6.05896
1.07092	-6.04828
0.993958	-6.0376
0.914856	-6.02692
0.834839	-6.01654
0.753296	-6.00647
0.671204	-5.9964
0.588989	-5.98602
0.50769	-5.97534
0.427307	-5.96497
0.348022	-5.9549
0.270325	-5.94452
0.196411	-5.93384
0.127441	-5.92346
0.0632935	-5.91309
0.00262451	-5.90271
-0.0546875	-5.89264
-0.107544	-5.88257
-0.154541	-5.8725
-0.195679	-5.86212
-0.231812	-5.85205
-0.263794	-5.84198
-0.290894	-5.83191
-0.313293	-5.82184
-0.331299	-5.81177
-0.34552	-5.802
-0.355225	-5.79193
-0.359802	-5.78186
-0.358582	-5.77148
-0.352661	-5.76111
-0.342285	-5.75104
-0.328857	-5.74097
-0.31311	-5.7312
-0.295776	-5.72144
-0.276001	-5.71167
-0.253479	-5.7016
-0.22876	-5.69153
-0.203491	-5.68176
-0.179199	-5.672
-0.157349	-5.66223
-0.137817	-5.65247
-0.122009	-5.6427
-0.110229	-5.63324
-0.102844	-5.62317
-0.0986938	-5.6134
-0.0966797	-5.60364
-0.0960083	-5.59387
-0.0979004	-5.58411
-0.102844	-5.57434
-0.111511	-5.56427
-0.123291	-5.5545
-0.137756	-5.54535
-0.154175	-5.53589
-0.172241	-5.52673
-0.190979	-5.51727
-0.210327	-5.50781
-0.230469	-5.49835
-0.253174	-5.48859
-0.280029	-5.47913
-0.314087	-5.46967
-0.354248	-5.46021
-0.397583	-5.45074
-0.439087	-5.44128
-0.4776	-5.43182
-0.513916	-5.42236
-0.548767	-5.4126
-0.580994	-5.40314
-0.609802	-5.39368
-0.636108	-5.38452
-0.660645	-5.37567
-0.683411	-5.36652
-0.704468	-5.35706
-0.723145	-5.3476
-0.739807	-5.33783
-0.755127	-5.32867
-0.770142	-5.31952
-0.784851	-5.31036
-0.798523	-5.30121
-0.809753	-5.29205
-0.818726	-5.2829
-0.826294	-5.27374
-0.833618	-5.26428
-0.841003	-5.25482
-0.848328	-5.24536
-0.854187	-5.2359
-0.858276	-5.22675
-0.860229	-5.2179
-0.860657	-5.20935
-0.859619	-5.20081
-0.857178	-5.19226
-0.853699	-5.18341
-0.849854	-5.17456
-0.844177	-5.16541
-0.83606	-5.15656
-0.8255	-5.14801
-0.814636	-5.13885
-0.805542	-5.13
-0.799561	-5.12085
-0.795532	-5.112
-0.793213	-5.10315
-0.790894	-5.0943
-0.787415	-5.08514
-0.782288	-5.07629
-0.775879	-5.06744
-0.76886	-5.0589
-0.761658	-5.05005
-0.752502	-5.0412
-0.739014	-5.03235
-0.716003	-5.0238
-0.677368	-5.01526
-0.617004	-5.00702
-0.530884	-4.99847
-0.416748	-4.98993
-0.275391	-4.98108
-0.111084	-4.97253
0.0700073	-4.96399
0.26239	-4.95544
0.458374	-4.9469
0.649414	-4.93835
0.825745	-4.92981
0.984009	-4.92096
1.12396	-4.91241
1.24756	-4.90387
1.35565	-4.89502
1.44946	-4.88678
1.53162	-4.87854
1.60822	-4.87
1.68085	-4.86115
1.74738	-4.85229
1.8009	-4.84344
1.83716	-4.83521
1.8573	-4.82666
1.86469	-4.81873
1.86102	-4.8111
1.84607	-4.80316
1.81915	-4.79492
1.78143	-4.78668
1.73486	-4.77844
1.68091	-4.7702
1.61975	-4.76227
1.5517	-4.75433
1.47723	-4.74609
1.39838	-4.73785
1.31696	-4.72961
1.23462	-4.72137
1.15082	-4.71313
1.06464	-4.7049
0.975708	-4.69696
0.885315	-4.68903
0.794434	-4.68079
0.704224	-4.67285
0.615173	-4.66461
0.527344	-4.65607
0.440552	-4.64783
0.354614	-4.63959
0.270264	-4.63165
0.188416	-4.62372
0.110229	-4.61609
0.0368042	-4.60815
-0.0318604	-4.60022
-0.0957031	-4.59229
-0.154724	-4.58435
-0.208069	-4.57642
-0.255615	-4.56879
-0.297546	-4.56085
-0.334045	-4.55292
-0.364441	-4.54498
-0.388428	-4.53644
-0.405945	-4.52545
-0.418274	-4.50623
-0.426147	-4.47418
-0.430908	-4.42657
-0.432556	-4.36493
-0.430786	-4.2926
-0.424561	-4.21295
-0.413635	-4.12903
-0.39801	-4.04236
-0.378845	-3.95355
-0.356628	-3.862
-0.332642	-3.76495
-0.3078	-3.65112
-0.283142	-3.50128
-0.258606	-3.29315
-0.234375	-3.01208
-0.21051	-2.66205
-0.188049	-2.26868
-0.167419	-1.86737
-0.149902	-1.47552
-0.138184	-1.08429
-0.136963	-0.683594
-0.147339	-0.283813
-0.166626	0.0836182
-0.187439	0.393677
-0.205627	0.645447
-0.220398	0.852966
-0.23407	1.0318
-0.248657	1.18988
-0.265625	1.33148
-0.285156	1.45996
-0.306885	1.57928
-0.329285	1.69373
-0.352051	1.80725
-0.375549	1.9223
-0.401001	2.03827
-0.42749	2.14966
-0.45343	2.25342
-0.47699	2.35229
-0.498169	2.45239
-0.517761	2.55859
-0.536438	2.6709
-0.554138	2.78625
-0.571045	2.89886
-0.587402	3.00415
-0.604187	3.09937
-0.620544	3.1839
-0.635681	3.25714
-0.649231	3.3197
-0.661865	3.37341
-0.674316	3.42041
-0.686157	3.46313
-0.695923	3.50372
-0.703735	3.54584
-0.710266	3.59436
-0.717041	3.6499
-0.72406	3.7088
-0.731506	3.76434
-0.738525	3.81134
-0.745178	3.84979
-0.750061	3.88214
-0.752319	3.91022
-0.751404	3.93372
-0.748108	3.95355
-0.743469	3.97064
-0.738342	3.98712
-0.733582	4.00482
-0.730103	4.02466
-0.727661	4.04663
-0.72583	4.06952
-0.723022	4.09332
-0.719055	4.11682
-0.714478	4.13971
-0.710571	4.16138
-0.708069	4.18549
-0.706665	4.21814
-0.704834	4.26208
-0.701233	4.31366
-0.694702	4.36523
-0.684326	4.41132
-0.667664	4.45282
-0.640198	4.49188
-0.594666	4.53217
-0.524048	4.57825
-0.42395	4.63287
-0.296631	4.69696
-0.147766	4.76593
0.0164185	4.83185
0.191101	4.88861
0.36969	4.93469
0.544006	4.97192
0.706726	5.00244
0.854492	5.02838
0.986938	5.05066
1.104	5.06927
1.20575	5.08575
1.29291	5.10071
1.36578	5.11566
1.42456	5.13214
1.46741	5.15167
1.49603	5.17273
1.51257	5.19348
1.51923	5.2124
1.51575	5.22919
1.50262	5.24475
1.48102	5.2594
1.45258	5.27466
1.41687	5.29083
1.3739	5.30762
1.32355	5.3244
1.26642	5.34119
1.20343	5.35828
1.13599	5.37506
1.065	5.39001
0.990234	5.40222
0.912231	5.41138
0.831604	5.41962
0.748535	5.42694
0.662476	5.43457
0.573486	5.4422
0.483704	5.44983
0.39447	5.45807
0.305847	5.46692
0.217224	5.47546
0.129883	5.48279
0.045166	5.48828
-0.0352783	5.49194
-0.111938	5.49469
-0.184753	5.49683
-0.253784	5.50018
-0.319214	5.50659
-0.381226	5.51727
-0.438721	5.5307
-0.489563	5.54443
-0.531738	5.55542
-0.566284	5.56305
-0.595276	5.56824
-0.621094	5.57281
-0.643738	5.5777
-0.662781	5.58289
-0.677185	5.58777
-0.686523	5.59174
-0.690735	5.59509
-0.690002	5.59845
-0.684204	5.6012
-0.674133	5.60364
-0.660278	5.60455
-0.643188	5.60486
-0.62262	5.60394
-0.598999	5.60242
-0.573303	5.60028
-0.547302	5.59814
-0.521606	5.59692
-0.494202	5.59601
-0.46344	5.59509
-0.431152	5.59357
-0.40094	5.59143
-0.376404	5.58868
-0.356812	5.58624
