PPG (Pulse)	Respiration (SS5LB)
-0.189575	6.56677
-0.230347	6.57684
-0.264221	6.58356
-0.295776	6.58752
-0.326721	6.59027
-0.356934	6.59149
-0.384766	6.59119
-0.408813	6.58997
-0.427734	6.58783
-0.441223	6.58508
-0.449646	6.58112
-0.453552	6.57562
-0.454651	6.56952
-0.454712	6.56281
-0.454163	6.5567
-0.451477	6.55121
-0.443542	6.54602
-0.429199	6.54083
-0.409485	6.53534
-0.387634	6.52893
-0.368652	6.52252
-0.355408	6.51642
-0.347229	6.51215
-0.339905	6.5097
-0.329102	6.50848
-0.314087	6.50726
-0.296814	6.50574
-0.279968	6.50421
-0.265503	6.5033
-0.253723	6.50391
-0.244507	6.50543
-0.237671	6.50757
-0.23291	6.5097
-0.230591	6.51154
-0.230469	6.51306
-0.232788	6.51489
-0.237793	6.51703
-0.245544	6.52008
-0.256042	6.52222
-0.269409	6.52222
-0.285156	6.52039
-0.302673	6.51764
-0.320862	6.51489
-0.338196	6.51306
-0.353821	6.51245
-0.367493	6.51428
-0.380249	6.51886
-0.393372	6.52435
-0.407471	6.52832
-0.422729	6.52924
-0.438782	6.52771
-0.454407	6.52405
-0.468933	6.51886
-0.482361	6.51276
-0.494934	6.50757
-0.507507	6.50452
-0.520386	6.50574
-0.533325	6.5094
-0.544617	6.51459
-0.553223	6.51886
-0.558533	6.52191
-0.562195	6.52405
-0.56604	6.52588
-0.570313	6.5271
-0.574097	6.52893
-0.575867	6.53137
-0.575562	6.53473
-0.574524	6.53992
-0.573181	6.54724
-0.571411	6.55579
-0.568604	6.56342
-0.565063	6.56891
-0.561401	6.57257
-0.558044	6.57501
-0.555054	6.57684
-0.552612	6.57928
-0.55072	6.58264
-0.548157	6.58661
-0.543579	6.59149
-0.536499	6.59698
-0.528137	6.60248
-0.520264	6.60706
-0.513977	6.61072
-0.508789	6.61438
-0.501343	6.61835
-0.484924	6.62262
-0.450439	6.62628
-0.390259	6.62842
-0.301025	6.62964
-0.184265	6.62994
-0.0444946	6.63116
0.113708	6.63391
0.285034	6.63818
0.462769	6.64246
0.63916	6.6449
0.807495	6.64551
0.961609	6.64459
1.09796	6.64215
1.21527	6.63818
1.31592	6.63361
1.40332	6.62964
1.47821	6.62598
1.53998	6.62292
1.58734	6.61987
1.62134	6.61591
1.64319	6.61163
1.65393	6.60736
1.65424	6.60431
1.64471	6.60309
1.62524	6.60278
1.59668	6.60339
1.56042	6.60339
1.51886	6.60278
1.47308	6.60156
1.42249	6.59943
1.36664	6.59637
1.30603	6.59271
1.24152	6.58905
1.17316	6.58539
1.10004	6.58203
1.02258	6.57928
0.9422	6.57684
0.860168	6.57501
0.776794	6.57532
0.691589	6.57837
0.604797	6.58203
0.517212	6.58386
0.429749	6.58325
0.343323	6.5802
0.258301	6.57562
0.174683	6.57135
0.0928955	6.56769
0.0140991	6.56555
-0.0598145	6.56464
-0.127625	6.56372
-0.189453	6.56158
-0.246094	6.55792
-0.298523	6.55365
-0.346375	6.54877
-0.389038	6.54358
-0.426636	6.53778
-0.458984	6.53168
-0.485474	6.52618
-0.505249	6.52069
-0.518433	6.51489
-0.5271	6.50848
-0.532349	6.50116
-0.53418	6.49353
-0.531982	6.48621
-0.525696	6.47919
-0.515686	6.47278
-0.501953	6.46606
-0.483948	6.45905
-0.461426	6.45233
-0.435242	6.44745
-0.40741	6.44562
-0.379211	6.44653
-0.35199	6.44806
-0.326172	6.44806
-0.301941	6.44592
-0.278564	6.44226
-0.255554	6.43768
-0.234253	6.4325
-0.217163	6.4267
-0.205566	6.41998
-0.198853	6.41266
-0.195129	6.40503
-0.193115	6.39679
-0.192871	6.38885
-0.195007	6.38092
-0.199768	6.37268
-0.207153	6.36414
-0.215881	6.35498
-0.225342	6.34583
-0.235962	6.33667
-0.248291	6.32751
-0.262024	6.31866
-0.27655	6.3092
-0.291931	6.29974
-0.309021	6.28967
-0.327942	6.2796
-0.347351	6.27014
-0.366089	6.2616
-0.383972	6.25305
-0.402039	6.24481
-0.421082	6.23627
-0.44104	6.22742
-0.460022	6.21826
-0.476868	6.20911
-0.491699	6.19934
-0.505432	6.18988
-0.518127	6.18011
-0.528992	6.17065
-0.537903	6.16119
-0.545654	6.15173
-0.552917	6.14258
-0.559753	6.13342
-0.566162	6.12396
-0.572937	6.11481
-0.579712	6.10535
-0.585571	6.09589
-0.589539	6.08582
-0.591858	6.07544
-0.593628	6.06506
-0.594666	6.05469
-0.59436	6.04462
-0.593506	6.03485
-0.593445	6.02509
-0.59436	6.01501
-0.594482	6.00494
-0.590942	5.99518
-0.580933	5.98511
-0.559326	5.97534
-0.520264	5.96527
-0.457092	5.95551
-0.366211	5.94574
-0.246887	5.93628
-0.101379	5.92682
0.0653687	5.91766
0.245544	5.9082
0.430603	5.89813
0.612854	5.88776
0.78595	5.87769
0.945496	5.86792
1.08899	5.85846
1.21588	5.8493
1.32703	5.83984
1.42273	5.82977
1.50269	5.82031
1.56708	5.81085
1.61761	5.8017
1.65619	5.79254
1.68384	5.78339
1.70087	5.77423
1.70789	5.76477
1.70587	5.755
1.69617	5.74493
1.67871	5.73517
1.65314	5.7254
1.61969	5.71564
1.57941	5.70557
1.53369	5.6955
1.48297	5.68512
1.42725	5.67505
1.36768	5.66467
1.3053	5.6543
1.24048	5.64392
1.17267	5.63354
1.10193	5.62378
1.02917	5.61401
0.955017	5.60425
0.87915	5.59357
0.801636	5.58228
0.722595	5.56976
0.642456	5.55542
0.561401	5.53925
0.479431	5.52185
0.396484	5.50476
0.313782	5.4892
0.232361	5.47485
0.153748	5.46082
0.0786743	5.44647
0.00665283	5.43274
-0.0618896	5.41962
-0.125488	5.40741
-0.182312	5.39612
-0.231689	5.38513
-0.274353	5.37445
-0.311279	5.36346
-0.343079	5.35248
-0.369934	5.34119
-0.392212	5.33051
-0.410522	5.32074
-0.42511	5.31128
-0.436096	5.30182
-0.442627	5.29236
-0.443604	5.2832
-0.437988	5.27435
-0.426025	5.26642
-0.409119	5.25848
-0.388672	5.25024
-0.365906	5.24139
-0.341187	5.23285
-0.315063	5.22461
-0.288513	5.21667
-0.261597	5.20905
-0.235413	5.20142
-0.210938	5.19318
-0.189026	5.18494
-0.170288	5.1767
-0.155029	5.16815
-0.144287	5.1593
-0.138428	5.14984
-0.136353	5.14008
-0.135986	5.13
-0.136292	5.11993
-0.138123	5.10864
-0.143555	5.09583
-0.153564	5.08026
-0.167664	5.06378
-0.184875	5.04791
-0.203979	5.03235
-0.224121	5.01617
-0.244507	4.99817
-0.264404	4.97742
-0.284363	4.95514
-0.304504	4.93164
-0.324951	4.90845
-0.346313	4.88556
-0.369263	4.8642
-0.393616	4.84406
-0.41803	4.82483
-0.442078	4.80499
-0.464966	4.78455
-0.486938	4.76379
-0.507935	4.74304
-0.527466	4.72137
-0.54657	4.69849
-0.565247	4.67468
-0.583862	4.65088
-0.601929	4.62769
-0.618713	4.60541
-0.633667	4.58496
-0.647522	4.56665
-0.661133	4.55017
-0.674927	4.53461
-0.68811	4.51935
-0.700073	4.5047
-0.709961	4.49005
-0.718262	4.47571
-0.724915	4.46106
-0.729919	4.44641
-0.732971	4.43146
-0.733215	4.4162
-0.728699	4.40002
-0.716736	4.38232
-0.693298	4.36249
-0.6521	4.34021
-0.586914	4.31488
-0.492981	4.2865
-0.369019	4.25598
-0.217346	4.22333
-0.0443115	4.19037
0.140076	4.15741
0.325317	4.12354
0.503174	4.08783
0.670288	4.05029
0.825073	4.01245
0.96698	3.97736
1.09509	3.94653
1.20972	3.9209
1.31165	3.89954
1.40112	3.88153
1.4776	3.86566
1.54028	3.85101
1.58923	3.83636
1.62604	3.82111
1.65247	3.80615
1.66913	3.79181
1.67627	3.77899
1.67438	3.76678
1.66486	3.75488
1.65002	3.74268
1.63062	3.73016
1.60645	3.71735
1.57672	3.70392
1.54108	3.69019
1.49988	3.67584
1.45392	3.66058
1.40363	3.64471
1.34894	3.62915
1.28943	3.61389
1.22559	3.59894
1.15955	3.58398
1.09314	3.56873
1.02673	3.55316
0.958984	3.53729
0.887634	3.52112
0.811768	3.50372
0.731628	3.4845
0.648804	3.46375
0.565369	3.44177
0.483032	3.41949
0.402344	3.39661
0.323486	3.37341
0.246094	3.34961
0.171082	3.32581
0.0992432	3.30292
0.0322266	3.28125
-0.0288696	3.26019
-0.0836182	3.24005
-0.132446	3.22083
-0.175964	3.20251
-0.215088	3.18481
-0.249817	3.16772
-0.279724	3.14941
-0.30426	3.12805
-0.322998	3.10333
-0.335754	3.07678
-0.342285	3.05084
-0.342468	3.02765
-0.33667	3.00659
-0.325439	2.98676
-0.309814	2.96753
-0.28949	2.94861
-0.264893	2.92999
-0.237366	2.91199
-0.209473	2.89368
-0.183228	2.87506
-0.158569	2.85553
-0.133667	2.8363
-0.108154	2.81769
-0.083374	2.8006
-0.0615845	2.78412
-0.0449829	2.76825
-0.0352173	2.75238
-0.0331421	2.73682
-0.0377197	2.72156
-0.0462646	2.70691
-0.0568848	2.69196
-0.0687866	2.6767
-0.0819702	2.66113
-0.0969238	2.64557
-0.114624	2.63062
-0.135193	2.61597
-0.158264	2.60132
-0.182922	2.58606
-0.210327	2.5705
-0.240662	2.55402
-0.271973	2.53632
-0.301941	2.51404
-0.329834	2.48474
-0.357117	2.44812
-0.385132	2.40906
-0.413696	2.37305
-0.442749	2.34314
-0.472473	2.31873
-0.502869	2.29736
-0.532471	2.27783
-0.559875	2.2583
-0.585266	2.2345
-0.609558	2.19971
-0.633789	2.14813
-0.658325	2.08069
-0.6828	2.0047
-0.706665	1.93085
-0.729675	1.86646
-0.751587	1.81305
-0.772156	1.76849
-0.791077	1.73096
-0.808655	1.6983
-0.8255	1.66962
-0.842163	1.64398
-0.857727	1.6214
-0.871399	1.60126
-0.882935	1.58356
-0.8927	1.56708
-0.900452	1.5509
-0.905396	1.53381
-0.906189	1.51581
-0.900146	1.4978
-0.883545	1.47888
-0.850647	1.45813
-0.794983	1.43463
-0.711121	1.4093
-0.596985	1.38458
-0.454651	1.36108
-0.289246	1.33789
-0.108154	1.31409
0.0800171	1.28998
0.266174	1.26526
0.442993	1.23688
0.607666	1.20239
0.76001	1.16333
0.901245	1.12396
1.03119	1.08948
1.1485	1.0611
1.25311	1.03821
1.34619	1.01898
1.42865	1.0022
1.50067	0.986938
1.56158	0.971985
1.61102	0.957031
1.64899	0.942383
1.67603	0.92865
1.69244	0.915222
1.69891	0.900574
1.69537	0.883789
1.68182	0.864868
1.65961	0.845337
1.63068	0.826416
1.59595	0.808716
1.5553	0.791626
1.50891	0.775452
1.45831	0.759583
1.4046	0.743713
1.34778	0.727539
1.28644	0.71106
1.22034	0.695496
1.151	0.681458
1.08105	0.668945
1.01147	0.657654
0.941406	0.647583
0.868896	0.639038
0.793335	0.631104
0.71521	0.623169
0.635437	0.614624
0.55603	0.605774
0.478027	0.596619
0.401489	0.587769
0.326233	0.579529
0.252625	0.571289
0.182129	0.562439
0.115601	0.552673
0.0513916	0.541382
-0.0111084	0.52887
-0.0703735	0.515442
-0.123779	0.501404
-0.169495	0.48645
-0.207947	0.46875
-0.239624	0.448303
-0.264709	0.426025
-0.283264	0.403137
-0.295715	0.379944
-0.302551	0.355225
-0.304749	0.326843
-0.303101	0.29541
-0.299011	0.263367
-0.293091	0.232544
-0.285217	0.202942
-0.275024	0.170898
-0.262024	0.133667
-0.246521	0.090332
-0.229797	0.0442505
-0.213501	0.000610352
-0.19873	-0.0387573
-0.18573	-0.0738525
-0.174805	-0.105591
-0.165649	-0.134888
-0.158813	-0.161133
-0.154602	-0.185242
-0.15332	-0.212097
-0.154541	-0.244751
-0.157776	-0.282593
-0.16333	-0.320435
-0.17218	-0.351868
-0.184631	-0.376587
-0.200134	-0.396729
-0.218323	-0.414734
-0.239258	-0.430908
-0.262817	-0.445862
-0.288025	-0.458984
-0.313782	-0.470276
-0.339661	-0.480042
-0.365845	-0.487976
-0.392456	-0.495605
-0.419312	-0.50354
-0.446533	-0.513
-0.474365	-0.525513
-0.503052	-0.541992
-0.532654	-0.56366
-0.56311	-0.589905
-0.593994	-0.620117
-0.624329	-0.652161
-0.653931	-0.684204
-0.682617	-0.720215
-0.71051	-0.769043
-0.737	-0.835571
-0.761414	-0.914917
-0.784546	-0.995178
-0.807861	-1.06781
-0.831543	-1.13525
-0.854431	-1.20605
-0.875122	-1.28815
-0.893066	-1.3858
-0.908875	-1.49628
-0.923706	-1.61102
-0.938293	-1.71936
-0.952759	-1.81519
-0.966431	-1.89575
-0.979065	-1.96289
-0.990784	-2.02271
-1.00146	-2.09137
-1.01111	-2.19238
-1.01929	-2.35168
-1.02582	-2.58575
-1.03046	-2.90863
-1.03357	-3.33557
-1.03564	-3.85956
-1.03699	-4.44092
-1.03717	-5.01068
-1.03607	-5.51208
-1.03381	-5.92529
-1.03064	-6.26373
-1.02698	-6.5506
-1.02325	-6.80298
-1.01953	-7.02393
-1.01581	-7.21008
-1.0127	-7.35931
-1.00964	-7.47681
-1.00549	-7.5705
-0.997681	-7.64648
-0.982788	-7.70813
-0.956848	-7.75726
-0.914185	-7.79449
-0.848816	-7.82135
-0.755615	-7.83997
-0.63208	-7.85126
-0.478699	-7.85736
-0.300171	-7.85889
-0.104736	-7.85736
0.0997925	-7.85339
0.309753	-7.84698
0.520996	-7.83875
0.727173	-7.82898
0.919373	-7.8186
1.09271	-7.80762
1.24823	-7.79572
1.38879	-7.78381
1.51599	-7.771
1.63025	-7.75818
1.73059	-7.74475
1.81696	-7.73132
1.88916	-7.7182
1.94653	-7.70477
1.98425	-7.69165
1.99994	-7.67853
1.99963	-7.66541
1.99945	-7.65228
1.99969	-7.63916
1.99963	-7.62573
1.99518	-7.61261
1.98035	-7.59949
1.95221	-7.58606
1.91162	-7.57294
1.86292	-7.55981
1.80835	-7.54669
1.74866	-7.53387
1.68512	-7.52075
1.61945	-7.50763
1.55188	-7.4942
1.48322	-7.48108
1.41418	-7.46735
1.34595	-7.45392
1.27808	-7.4408
1.20905	-7.42798
1.13715	-7.41547
1.06183	-7.40265
0.984619	-7.38983
0.907349	-7.37671
0.830933	-7.36389
0.75592	-7.35077
0.682434	-7.33765
0.611267	-7.32452
0.543396	-7.31171
0.479004	-7.29919
0.418335	-7.28668
0.360718	-7.27448
0.305664	-7.26196
0.253601	-7.24915
0.205017	-7.23663
0.161438	-7.22382
0.123352	-7.2113
0.0905151	-7.19879
0.0626831	-7.18597
0.0390625	-7.17346
0.0195313	-7.16064
0.00500488	-7.14813
-0.0032959	-7.13531
-0.00549316	-7.1225
-0.00323486	-7.11029
0.00140381	-7.09839
0.00775146	-7.08618
0.0161133	-7.07397
0.0270996	-7.06085
0.0426636	-7.04803
0.0634766	-7.03552
0.0877075	-7.02332
0.110474	-7.01141
0.127808	-6.99921
0.139404	-6.98669
0.147034	-6.97449
0.151917	-6.96228
0.154968	-6.95007
0.156189	-6.93756
0.155029	-6.92535
0.150208	-6.91345
0.140869	-6.90216
0.127075	-6.89087
0.110168	-6.87897
0.0911255	-6.86646
0.0707397	-6.85394
0.0487671	-6.84143
0.0244751	-6.82922
-0.00299072	-6.81732
-0.0338135	-6.80573
-0.0674438	-6.79413
-0.101807	-6.78223
-0.135925	-6.77063
-0.169739	-6.75873
-0.204163	-6.74652
-0.23938	-6.73462
-0.274902	-6.72272
-0.31073	-6.71082
-0.347717	-6.69891
-0.386475	-6.68732
-0.426758	-6.67572
-0.467285	-6.66473
-0.50647	-6.65344
-0.543518	-6.64215
-0.578491	-6.63025
-0.612427	-6.61865
-0.644836	-6.60675
-0.674805	-6.59546
-0.702393	-6.58417
-0.728638	-6.57257
-0.754944	-6.56097
-0.781372	-6.54968
-0.806885	-6.53809
-0.830566	-6.52679
-0.85144	-6.5152
-0.869263	-6.50421
-0.883728	-6.49292
-0.894775	-6.48193
-0.903931	-6.47064
-0.912659	-6.45966
-0.921692	-6.44867
-0.929749	-6.43738
-0.934814	-6.42578
-0.936768	-6.41449
-0.93689	-6.4032
-0.937439	-6.39221
-0.940247	-6.38123
-0.945679	-6.36993
-0.952332	-6.35895
-0.958496	-6.34796
-0.963318	-6.33698
-0.967224	-6.32629
-0.970886	-6.31531
-0.973633	-6.30402
-0.974243	-6.29272
-0.972412	-6.28174
-0.969666	-6.27075
-0.96759	-6.25977
-0.966248	-6.24908
-0.963745	-6.2381
-0.958923	-6.22681
-0.952637	-6.21582
-0.946716	-6.20483
-0.941345	-6.19415
-0.936218	-6.18347
-0.930237	-6.17279
-0.922546	-6.16211
-0.912781	-6.15143
-0.900208	-6.14105
-0.882874	-6.13037
-0.856079	-6.11969
-0.812988	-6.10931
-0.747375	-6.09833
-0.653625	-6.08765
-0.528992	-6.07666
-0.375427	-6.06628
-0.200317	-6.0556
-0.0140381	-6.04492
0.173645	-6.03455
0.356445	-6.02417
0.530762	-6.01379
0.694092	-6.00342
0.845703	-5.99274
0.985779	-5.98236
1.11383	-5.97229
1.22961	-5.96191
1.33221	-5.95154
1.42261	-5.94116
1.50226	-5.93079
1.57166	-5.92041
1.62988	-5.91034
1.67676	-5.89996
1.71277	-5.88959
1.73901	-5.87952
1.75549	-5.86914
1.76196	-5.85876
1.75818	-5.84839
1.74481	-5.83832
1.72278	-5.82825
1.69299	-5.81818
1.65637	-5.80841
1.61359	-5.79834
1.56598	-5.78827
1.51556	-5.77789
1.46246	-5.76752
1.40662	-5.75714
1.34772	-5.74707
1.28687	-5.737
1.22473	-5.72723
1.16058	-5.71747
1.09406	-5.7074
1.0257	-5.69794
0.956726	-5.68817
0.887024	-5.67841
0.816223	-5.66864
0.745056	-5.65857
0.674622	-5.6488
0.605713	-5.63873
0.538147	-5.62866
0.471985	-5.6192
0.40802	-5.60974
0.347351	-5.60028
0.290833	-5.59052
0.237793	-5.58075
0.186707	-5.57098
0.137146	-5.56152
0.0892944	-5.55176
0.0448608	-5.54199
0.0045166	-5.53192
-0.0317383	-5.52216
-0.0643921	-5.51239
-0.0925293	-5.50293
-0.11499	-5.49377
-0.130737	-5.48431
-0.139893	-5.47485
-0.143188	-5.46539
-0.142151	-5.45593
-0.137939	-5.44647
-0.131409	-5.43701
-0.122009	-5.42755
-0.109558	-5.4184
-0.0957642	-5.40894
-0.0823975	-5.39948
-0.0704346	-5.38971
-0.0598145	-5.38025
-0.0506592	-5.37079
-0.0447998	-5.36163
-0.0423584	-5.35278
-0.0427856	-5.34363
-0.0449219	-5.33447
-0.0484619	-5.32501
-0.0545654	-5.31555
-0.0636597	-5.3064
-0.0753174	-5.29694
-0.088623	-5.28809
-0.102722	-5.27863
-0.118164	-5.26947
-0.135864	-5.26001
-0.156067	-5.25085
-0.178467	-5.2417
-0.202393	-5.23254
-0.227112	-5.22339
-0.251465	-5.21454
-0.275085	-5.20569
-0.298279	-5.19684
-0.322937	-5.18768
-0.34967	-5.17853
-0.377136	-5.16968
-0.403992	-5.16083
-0.430542	-5.15198
-0.458801	-5.14282
-0.489929	-5.13367
-0.522766	-5.12451
-0.555542	-5.11536
-0.587097	-5.10651
-0.617737	-5.09796
-0.64801	-5.08942
-0.678101	-5.08057
-0.707886	-5.07141
-0.737183	-5.06226
-0.766174	-5.05341
-0.79541	-5.04486
-0.824158	-5.03662
-0.851013	-5.02808
-0.874878	-5.01923
-0.895508	-5.01068
-0.91394	-5.00183
-0.931213	-4.99298
-0.947571	-4.98444
-0.962646	-4.97559
-0.976379	-4.96735
-0.98938	-4.95911
-1.00183	-4.95056
-1.01349	-4.94202
-1.02344	-4.93317
-1.03101	-4.92462
-1.03674	-4.91608
-1.04071	-4.90753
-1.04333	-4.89899
-1.04456	-4.89044
-1.04407	-4.8819
-1.04108	-4.87366
-1.03625	-4.86542
-1.03088	-4.85687
-1.02655	-4.84863
-1.02429	-4.84009
-1.02325	-4.83185
-1.02197	-4.82361
-1.01953	-4.81506
-1.01587	-4.80682
-1.01233	-4.79828
-1.00916	-4.78973
-1.00598	-4.78119
-1.00208	-4.77264
-0.99762	-4.7644
-0.991699	-4.75647
-0.984558	-4.74854
-0.977234	-4.7403
-0.971741	-4.73206
-0.968872	-4.72351
-0.967773	-4.71527
-0.967102	-4.70703
-0.965942	-4.69879
-0.963013	-4.69086
-0.956421	-4.68262
-0.943359	-4.67468
-0.920898	-4.66675
-0.884766	-4.65881
-0.829712	-4.65057
-0.751892	-4.64264
-0.650391	-4.6344
-0.526123	-4.62646
-0.381836	-4.61884
-0.221497	-4.6109
-0.0516357	-4.60297
0.119568	-4.59473
0.285217	-4.58679
0.440918	-4.57886
0.584534	-4.57123
0.715576	-4.56329
0.833801	-4.55566
0.939087	-4.54773
1.0318	-4.53979
1.11389	-4.53186
1.18652	-4.52362
1.24902	-4.51569
1.29999	-4.50806
1.33881	-4.50043
1.36713	-4.4928
1.3869	-4.48517
1.39868	-4.47723
1.40271	-4.4693
1.39764	-4.46167
1.38342	-4.45374
1.35956	-4.44611
1.3269	-4.43817
1.28809	-4.43024
1.24585	-4.42261
1.20215	-4.41528
1.15613	-4.40796
1.10565	-4.40063
1.04956	-4.39301
0.988464	-4.38507
0.924561	-4.37714
0.859497	-4.36951
0.794128	-4.36218
0.728088	-4.35455
0.661438	-4.34723
0.594543	-4.33929
0.5271	-4.33167
0.458435	-4.32434
0.388	-4.31671
0.31604	-4.30908
0.243958	-4.30145
0.173523	-4.29413
0.10614	-4.2868
0.0421143	-4.27917
-0.0189819	-4.27155
-0.0773926	-4.26422
-0.132324	-4.2569
-0.182617	-4.24988
-0.227417	-4.24255
-0.266113	-4.23523
-0.29834	-4.22791
-0.324341	-4.22058
-0.34436	-4.21326
-0.358337	-4.20593
-0.366577	-4.1983
-0.369751	-4.19098
-0.368408	-4.18365
-0.362915	-4.17664
-0.353088	-4.16962
-0.339294	-4.1626
-0.321289	-4.15558
-0.29895	-4.14825
-0.272949	-4.14124
-0.244751	-4.13391
-0.215027	-4.12659
-0.184998	-4.11926
-0.156921	-4.11224
-0.13385	-4.10492
-0.11676	-4.0979
-0.103638	-4.09088
-0.0923462	-4.08386
-0.0830078	-4.07715
-0.0764771	-4.07013
-0.0735474	-4.06311
-0.074585	-4.0564
-0.0802002	-4.04968
-0.0906982	-4.04266
-0.104431	-4.03564
-0.118958	-4.02863
-0.132751	-4.02161
-0.146545	-4.01489
-0.16217	-4.00787
-0.179932	-4.00116
-0.199585	-3.99445
-0.22113	-3.98743
-0.245483	-3.9801
-0.273071	-3.97278
-0.302856	-3.96576
-0.333008	-3.95905
-0.358398	-3.95233
-0.376892	-3.94592
-0.390137	-3.93921
-0.403259	-3.9328
-0.419556	-3.92609
-0.438293	-3.91907
-0.457703	-3.91205
-0.477051	-3.90503
-0.49762	-3.89832
-0.52063	-3.8916
-0.546875	-3.88519
-0.574646	-3.87817
-0.601196	-3.87146
-0.625183	-3.86444
-0.648132	-3.85803
-0.672119	-3.85162
-0.697021	-3.84491
-0.72113	-3.83789
-0.742554	-3.83057
-0.760742	-3.82355
-0.77655	-3.81744
-0.791138	-3.81165
-0.805115	-3.80554
-0.818298	-3.79913
-0.830261	-3.79272
-0.840759	-3.78632
-0.850891	-3.77991
-0.861572	-3.77319
-0.872803	-3.76648
-0.883484	-3.75977
-0.892212	-3.75305
-0.898804	-3.74664
-0.903992	-3.74023
-0.911499	-3.73383
-0.924561	-3.72711
-0.943726	-3.7207
-0.965332	-3.7146
-0.984863	-3.70819
-1.00128	-3.70178
-1.01556	-3.69507
-1.02838	-3.68866
-1.03839	-3.68225
-1.04449	-3.67615
-1.04657	-3.66974
-1.04645	-3.66364
-1.04547	-3.65753
-1.04388	-3.65112
-1.04102	-3.64471
-1.03613	-3.63861
-1.02979	-3.63251
-1.02161	-3.6261
-1.00934	-3.61969
-0.988953	-3.61359
-0.954834	-3.60748
-0.901672	-3.60138
-0.824951	-3.59528
-0.721924	-3.58887
-0.591248	-3.58215
-0.435486	-3.57544
-0.262085	-3.56903
-0.0818481	-3.56262
0.0942383	-3.55682
0.260193	-3.55103
0.413391	-3.54523
0.554077	-3.53912
0.682617	-3.53302
0.799072	-3.52692
0.903259	-3.52112
0.995239	-3.51532
1.07544	-3.50922
1.1441	-3.50311
1.20111	-3.49701
1.24646	-3.49091
1.28094	-3.4848
1.30475	-3.479
1.31757	-3.4729
1.32001	-3.4668
1.31396	-3.46069
1.30115	-3.45459
1.28259	-3.44879
1.25812	-3.44299
1.22815	-3.4375
1.1933	-3.4317
1.15344	-3.4256
1.10828	-3.4198
1.05768	-3.414
1.00226	-3.4082
0.943237	-3.4024
0.881165	-3.39661
0.816589	-3.39081
0.749329	-3.38501
0.680237	-3.37921
0.609558	-3.37341
0.537354	-3.36761
0.463318	-3.36212
0.387573	-3.35632
0.310303	-3.35083
0.232117	-3.34503
0.153809	-3.33923
0.0770264	-3.33069
0.00323486	-3.30444
-0.0663452	-3.23395
-0.131775	-3.09753
-0.19397	-2.89703
-0.253967	-2.66022
-0.311157	-2.42188
-0.364197	-2.2049
-0.411682	-2.0163
-0.453308	-1.85486
-0.488403	-1.71722
-0.516968	-1.5979
-0.539124	-1.48193
-0.555115	-1.35193
-0.564697	-1.19843
-0.56781	-1.02661
-0.565125	-0.851746
-0.557312	-0.688477
-0.543884	-0.544434
-0.523987	-0.423279
-0.497253	-0.323792
-0.464417	-0.242615
-0.427185	-0.176086
-0.387268	-0.119019
-0.346252	-0.0683594
-0.304871	-0.0216675
-0.265259	0.0231934
-0.230225	0.0698853
-0.200806	0.119934
-0.175354	0.171509
-0.151733	0.220947
-0.13031	0.266113
-0.112915	0.307312
-0.0996094	0.346069
-0.0900269	0.382996
-0.0838623	0.418396
-0.0813599	0.451965
-0.0825195	0.484009
-0.0859985	0.513306
-0.0921631	0.539856
-0.101318	0.562744
-0.113342	0.582581
-0.127502	0.599976
-0.143921	0.617981
-0.163147	0.640259
-0.184753	0.669861
-0.20752	0.708008
-0.230774	0.754395
-0.253845	0.808716
-0.277344	0.870361
-0.301331	0.936279
-0.326111	1.0022
-0.351624	1.06537
-0.377014	1.12488
-0.402649	1.18591
-0.42926	1.26068
-0.457703	1.362
-0.487671	1.49017
-0.517639	1.62964
-0.546387	1.76331
-0.572998	1.88721
-0.597839	2.01141
-0.621582	2.14539
-0.644897	2.28973
-0.667236	2.43652
-0.687134	2.57721
-0.704407	2.70782
-0.721008	2.82776
-0.73822	2.93701
-0.755615	3.03375
-0.771118	3.11676
-0.784668	3.18573
-0.797485	3.2428
-0.810242	3.29102
-0.821777	3.33344
-0.830811	3.37067
-0.83728	3.40424
-0.843262	3.43506
-0.848938	3.46558
-0.85437	3.49762
-0.858398	3.53271
-0.860657	3.57239
-0.860901	3.61786
-0.860168	3.66913
-0.859863	3.72528
-0.860596	3.78357
-0.860962	3.84216
-0.858521	3.89862
-0.851257	3.95233
-0.83728	4.00482
-0.812256	4.05853
-0.770447	4.1153
-0.705627	4.17389
-0.612671	4.23187
-0.489563	4.28772
-0.337952	4.34174
-0.164612	4.39331
0.0201416	4.44214
0.204956	4.4873
0.3797	4.52881
0.539063	4.56696
0.682617	4.60236
0.812561	4.63501
0.929626	4.66553
1.0321	4.69452
1.11896	4.72382
1.19159	4.75494
1.25415	4.78851
1.30695	4.82391
1.34796	4.85931
1.37445	4.89349
1.38776	4.92676
1.3916	4.96063
1.38904	4.99603
1.38129	5.03418
1.36896	5.07446
1.35162	5.11536
1.32837	5.15381
1.29865	5.18646
1.26196	5.2124
1.2193	5.23346
1.17084	5.25085
1.11731	5.26581
1.0592	5.28015
0.997559	5.29388
0.933777	5.30792
0.868286	5.32227
0.799927	5.33691
0.72699	5.35217
0.64917	5.36835
0.568726	5.38544
0.490479	5.40436
0.418579	5.42358
0.3526	5.4425
0.289185	5.46051
0.224304	5.47729
0.157532	5.49316
0.0899048	5.50812
0.0230713	5.52216
-0.0418091	5.53589
