-0.00994873	-9.43585E-006	4.98473E-005	4.37682E-005	0.000210477	0.000247318
-0.00567627	-0.000156764	-0.00062528	3.0851E-005	0.000148385	-0.00364706
-0.000350952	-0.000377901	-0.001375	-1.06451E-006	4.60298E-005	-0.00318385
0.00360107	-0.000531002	-0.00150483	-3.22119E-005	-4.39356E-005	0.00148266
0.00134277	-0.000565271	-0.000995866	-5.22267E-005	-9.71149E-005	0.00458012
-0.00401306	-0.000545968	-0.000391147	-6.76668E-005	-0.000132906	0.00300853
-0.00254822	-0.000552026	-0.000117415	-8.96792E-005	-0.000179997	-0.000607658
-0.000930786	-0.000576746	-5.38004E-005	-0.000118231	-0.000236956	-0.00182106
0.00521851	-0.000549408	0.000182988	-0.000142339	-0.000275852	0.000186972
0.00596619	-0.00040301	0.000826019	-0.000148582	-0.000265758	0.00297832
0.00338745	-0.000152028	0.00164779	-0.000133979	-0.000204504	0.00329377
-0.00270081	0.000100024	0.0020933	-0.000110534	-0.000126819	0.000152496
0.00367737	0.000292359	0.00200827	-8.71007E-005	-5.63357E-005	-0.00274288
-0.00140381	0.000440844	0.00166495	-6.23103E-005	1.05984E-005	-0.00268847
-0.00608826	0.000502097	0.000994983	-4.43562E-005	5.40658E-005	-0.00272561
0.00653076	0.000487594	0.000210163	-3.43529E-005	7.35012E-005	-0.0020634
0.00968933	0.000551439	8.77897E-005	-9.34365E-006	0.000127016	0.00225728
-0.00610352	0.000680568	0.000358555	3.19646E-005	0.000214032	0.00362337
-0.00631714	0.000684841	2.52555E-005	6.08834E-005	0.000261023	-0.0015285
-0.0140076	0.000466407	-0.00113583	5.61191E-005	0.000220094	-0.00642791
-0.00204468	8.3996E-005	-0.00253215	1.77007E-005	0.000100473	-0.00571277
0.0107422	-0.000229428	-0.00298422	-2.35882E-005	-1.4417E-005	0.00166208
0.0135651	-0.000252679	-0.00181691	-2.94436E-005	-3.13702E-005	0.00997447
0.00656128	-1.02892E-005	0.00023187	7.2859E-006	5.71603E-005	0.0106412
