0.000701904	0.000771939	0.00526615	0.000122202	0.000239272	-0.00511609
-0.00370789	0.00103297	0.00351995	0.000190602	0.000376667	-0.00452767
-0.00521851	0.00108906	0.00138606	0.000239926	0.000451994	-0.00481303
-0.00918579	0.000932114	-0.000892546	0.000261148	0.000449268	-0.00448542
-0.00227356	0.000618248	-0.00288433	0.000254605	0.000377298	-0.00237721
0.000808716	0.000282247	-0.0039903	0.000235234	0.00027984	0.0019432
-0.00971985	-3.80674E-005	-0.00431159	0.000206804	0.000169203	0.00402188
-0.0142517	-0.000455273	-0.00464323	0.000149292	-1.2988E-006	0.000691753
-0.00753784	-0.000985817	-0.00509229	5.3877E-005	-0.000246125	-0.00212637
-0.00128174	-0.00147605	-0.00496379	-6.0915E-005	-0.000511467	0.000705952
-0.00639343	-0.00182546	-0.00405886	-0.000179289	-0.000755539	0.00452967
0.00340271	-0.00201663	-0.00265273	-0.000294779	-0.000963606	0.00538859
0.0114594	-0.00195206	-0.000588416	-0.000385933	-0.00108626	0.00658265
0.0102539	-0.00156666	0.00207669	-0.000431564	-0.00108021	0.0077037
0.00733948	-0.000957132	0.00457176	-0.00043344	-0.000963024	0.00487383
0.0083313	-0.000254066	0.0062644	-0.000401602	-0.000771172	-0.000124748
0.0103455	0.000483682	0.00711972	-0.000338584	-0.00051956	-0.0029631
0.000808716	0.00117881	0.00709488	-0.000252078	-0.00023439	-0.00439339
-0.00648499	0.00166651	0.00582467	-0.000167706	1.71061E-005	-0.00746901
0.00134277	0.00188686	0.00359555	-0.000100948	0.000199372	-0.00875645
0.00360107	0.00196163	0.00144668	-4.04269E-005	0.00034612	-0.00449339
-0.00836182	0.00192501	-0.000346013	1.45247E-005	0.000461858	-0.000694683
-0.00868225	0.00168209	-0.00222101	4.35882E-005	0.000499843	-0.00186054
-0.00993347	0.001225	-0.00410272	3.62511E-005	0.000442315	-0.00322536
-0.00959778	0.000625397	-0.0056048	-6.09622E-006	0.000302741	-0.0018418
-0.000991821	1.77655E-006	-0.00629735	-7.21692E-005	0.000117686	0.00172728
0.00410461	-0.000478611	-0.0057316	-0.000138005	-4.89776E-005	0.00651305
0.0154572	-0.000664373	-0.0037502	-0.000175033	-0.000128772	0.0105392
0.0141602	-0.000486863	-0.000685916	-0.000161136	-7.63301E-005	0.0116147
0.00012207	-9.64934E-005	0.00222345	-0.00010647	7.00073E-005	0.00620604
