0.128235	0.00701904	
0.128906	0.00366211	
0.129517	-0.00152588	
0.130127	-0.00732422	
0.130798	-0.0131226	
0.131592	-0.0195313	
0.132629	-0.0244141	
0.133728	-0.0247192	
0.134827	-0.0219727	
0.135742	-0.0177002	
0.136353	-0.0125122	
0.136536	-0.00762939	
0.136169	-0.00579834	
0.135254	-0.00701904	
0.13385	-0.00946045	
0.131958	-0.0115967	
0.129883	-0.0131226	
0.127686	-0.015564	
0.12561	-0.0198364	
0.123596	-0.0238037	
0.121765	-0.0241089	
0.120178	-0.0219727	
0.118652	-0.0177002	
0.117249	-0.0125122	
0.115967	-0.00823975	
0.114685	-0.00579834	
0.113281	-0.00396729	
0.111755	-0.00183105	
0.110107	0.00152588	
0.108154	0.00396729	
0.105957	0.00518799	
0.103577	0.00762939	
0.100952	0.0109863	
0.0983887	0.0131226	
0.0958252	0.0137329	
0.0934448	0.0134277	
0.0912476	0.0115967	
0.0892944	0.00701904	
0.0874023	-0.0012207	
0.0856934	-0.0119019	
0.0841064	-0.0219727	
0.0827026	-0.0286865	
0.081543	-0.0320435	
0.0806885	-0.0338745	
0.0803833	-0.0344849	
0.0807495	-0.0332642	
0.0819092	-0.0296021	
0.0837402	-0.0241089	
0.0862427	-0.0149536	
0.0891724	-0.00335693	
0.0922241	0.00823975	
0.0952148	0.0186157	
0.0978394	0.0268555	
0.0997925	0.0311279	
0.10083	0.0314331	
0.10083	0.0283813	
0.0999146	0.020752	
0.0980835	0.00976563	
0.09552	-0.00244141	
0.0923462	-0.0146484	
0.0888062	-0.0244141	
0.0852661	-0.0286865	
0.0817871	-0.0296021	
0.0786743	-0.0289917	
0.0759888	-0.0268555	
0.0737305	-0.0234985	
0.0718994	-0.0195313	
0.0703735	-0.0164795	
0.0690918	-0.0146484	
0.0678711	-0.0128174	
0.0666504	-0.0109863	
0.0653687	-0.0088501	
0.0640869	-0.00732422	
0.0626831	-0.00640869	
0.0613403	-0.00610352	
0.0600586	-0.00732422	
0.059021	-0.00976563	
0.0581665	-0.0143433	
0.0575562	-0.0192261	
0.0571899	-0.0231934	
0.0571289	-0.0241089	
0.0571289	-0.0210571	
0.057251	-0.0152588	
0.0571899	-0.00823975	
0.0570068	-0.000610352	
0.0565796	0.00732422	
0.0559082	0.0149536	
0.0551147	0.0204468	
0.0541382	0.0234985	
0.0531006	0.0219727	
0.052002	0.015564	
0.0509644	0.00549316	
0.0499878	-0.00427246	
0.0490112	-0.0125122	
0.0480347	-0.0210571	
0.0469971	-0.0317383	
0.0457153	-0.0439453	
0.0443115	-0.0527954	
0.0428467	-0.057373	
0.0414429	-0.0592041	
0.0401001	-0.0592041	
0.0387573	-0.057373	
0.0374146	-0.0531006	
0.0360718	-0.0466919	
0.0348511	-0.0390625	
0.0338135	-0.0299072	
0.03302	-0.0198364	
0.0322876	-0.0109863	
0.0319214	-0.00366211	
0.0318604	0.00213623	
0.0322266	0.00762939	
0.032959	0.0131226	
0.0337524	0.0180054	
0.0344238	0.0213623	
0.034668	0.0219727	
0.0343018	0.0195313	
0.03302	0.0140381	
0.0308228	0.00640869	
0.027832	-0.00305176	
0.0241699	-0.0131226	
0.0200806	-0.0216675	
0.015686	-0.0283813	
0.0113525	-0.0335693	
0.00720215	-0.0357056	
0.00341797	-0.0357056	
0.000305176	-0.0350952	
-0.00219727	-0.0323486	
-0.00402832	-0.0271606	
-0.00518799	-0.0216675	
-0.00561523	-0.0177002	
-0.00543213	-0.0131226	
-0.00469971	-0.00640869	
-0.00360107	0.00305176	
-0.00213623	0.0125122	
-0.000732422	0.0180054	
0.000610352	0.017395	
0.00158691	0.0100708	
0.00231934	-0.00152588	
0.00268555	-0.0137329	
0.00268555	-0.0274658	
0.00244141	-0.0445557	
0.00195313	-0.0601196	
0.00134277	-0.0708008	
0.000732422	-0.0750732	
0.00012207	-0.0723267	
-0.000488281	-0.0640869	
-0.00109863	-0.0527954	
-0.00164795	-0.0393677	
-0.00231934	-0.0250244	
-0.00317383	-0.0119019	
-0.00427246	-0.000305176	
-0.0057373	0.00762939	
-0.00744629	0.0112915	
-0.00952148	0.0109863	
-0.0119019	0.00823975	
-0.0144653	0.00518799	
-0.0172119	0.00213623	
-0.0199585	-0.00152588	
-0.022583	-0.00671387	
-0.0249634	-0.0119019	
-0.0270996	-0.0137329	
-0.0289307	-0.0112915	
-0.0304565	-0.00701904	
-0.0316772	-0.00427246	
-0.0326538	-0.00335693	
-0.0334473	-0.00335693	
-0.0342407	-0.00152588	
-0.0350342	-0.000610352	
-0.0358276	-0.00366211	
-0.0367432	-0.00854492	
-0.0377808	-0.0125122	
-0.0390015	-0.0161743	
-0.0404053	-0.0189209	
-0.0419312	-0.0210571	
-0.0437012	-0.0219727	
-0.0457153	-0.0222778	
-0.0479126	-0.0228882	
-0.050293	-0.0222778	
-0.0527954	-0.0201416	
-0.0552979	-0.0170898	
-0.0576782	-0.0149536	
-0.0599976	-0.012207	
-0.0621338	-0.00640869	
-0.064209	0.00396729	
-0.06604	0.0167847	
-0.067627	0.0302124	
-0.0690918	0.0424194	
-0.0706787	0.0512695	
-0.0725708	0.0564575	
-0.0750732	0.0558472	
-0.0783081	0.0515747	
-0.0823364	0.0448608	
-0.0871582	0.0372314	
-0.0927124	0.0296021	
-0.098938	0.0234985	
-0.10553	0.0183105	
-0.112122	0.0137329	
-0.118591	0.00915527	
-0.124634	0.00366211	
-0.130249	-0.00335693	
-0.135254	-0.012207	
-0.139832	-0.0222778	
-0.144104	-0.0320435	
-0.148132	-0.0387573	
-0.1521	-0.0424194	
-0.156006	-0.0457764	
-0.159912	-0.0479126	
-0.163818	-0.0454712	
-0.167664	-0.0415039	
-0.171448	-0.0390625	
-0.17511	-0.0387573	
-0.178589	-0.0402832	
-0.181763	-0.0436401	
-0.184631	-0.0488281	
-0.187134	-0.0558472	
-0.18927	-0.0622559	
-0.19104	-0.0656128	
-0.192444	-0.0640869	
-0.193542	-0.0588989	
-0.194214	-0.0527954	
-0.194641	-0.0463867	
-0.194946	-0.0384521	
-0.195313	-0.0302124	
-0.195679	-0.0250244	
-0.196228	-0.0250244	
-0.197083	-0.0286865	
-0.198242	-0.0341797	
-0.199829	-0.0408936	
-0.201782	-0.0466919	
-0.204163	-0.0500488	
-0.206787	-0.0482178	
-0.209656	-0.0411987	
-0.212524	-0.0302124	
-0.215271	-0.0189209	
-0.217957	-0.00976563	
-0.220459	-0.00488281	
-0.222717	-0.00305176	
-0.22467	-0.00488281	
-0.226379	-0.0115967	
-0.227905	-0.0222778	
-0.229309	-0.0326538	
-0.230713	-0.0396729	
-0.232056	-0.0424194	
-0.233459	-0.0372314	
-0.234924	-0.020752	
-0.23645	0.00823975	
-0.238037	0.0485229	
-0.23938	0.0991821	
-0.240479	0.157471	
-0.241394	0.218506	
-0.241882	0.276489	
-0.241943	0.327148	
-0.241516	0.365601	
-0.240723	0.386658	
-0.239685	0.388794	
-0.238403	0.37262	
-0.237244	0.33905	
-0.236267	0.290222	
-0.235535	0.229797	
-0.235168	0.159912	
-0.235291	0.085144	
-0.23584	0.0119019	
-0.236755	-0.0540161	
-0.237976	-0.108643	
-0.239441	-0.151978	
-0.24115	-0.180664	
-0.242859	-0.193481	
-0.244507	-0.189514	
-0.245972	-0.171814	
-0.247192	-0.145264	
-0.248108	-0.114441	
-0.248657	-0.0836182	
-0.248962	-0.0570679	
-0.248901	-0.0366211	
-0.248596	-0.022583	
-0.248108	-0.0131226	
-0.24762	-0.00610352	
-0.247192	-0.000915527	
-0.246948	0.00152588	
-0.247009	0.00183105	
-0.247437	0.00183105	
-0.24823	0.000915527	
-0.24939	-0.0012207	
-0.250793	-0.00610352	
-0.252563	-0.012207	
-0.2547	-0.0186157	
-0.257202	-0.0244141	
-0.259949	-0.027771	
-0.262573	-0.027771	
-0.265015	-0.0219727	
-0.26709	-0.012207	
-0.268738	-0.00274658	
-0.270081	0.00427246	
-0.270996	0.0088501	
-0.271606	0.0100708	
-0.271912	0.00762939	
-0.272034	0.000915527	
-0.272278	-0.00579834	
-0.272644	-0.0088501	
-0.273254	-0.00793457	
-0.273926	-0.00427246	
-0.274658	0.00274658	
-0.275391	0.0140381	
-0.276123	0.0274658	
-0.276794	0.0378418	
-0.277405	0.0436401	
-0.277954	0.0445557	
-0.278381	0.0405884	
-0.27887	0.0320435	
-0.279297	0.0222778	
-0.279724	0.0149536	
-0.28009	0.0119019	
-0.280518	0.012207	
-0.281006	0.0149536	
-0.281494	0.0198364	
-0.282043	0.0271606	
-0.282593	0.0354004	
-0.283142	0.0402832	
-0.283813	0.0421143	
-0.284546	0.0430298	
-0.285339	0.043335	
-0.286194	0.0436401	
-0.287231	0.0445557	
-0.288635	0.0460815	
-0.29071	0.0479126	
-0.293396	0.0509644	
-0.296936	0.0534058	
-0.301147	0.0546265	
-0.306091	0.0567627	
-0.311584	0.0598145	
-0.317566	0.0631714	
-0.323669	0.0656128	
-0.329712	0.0671387	
-0.33551	0.0689697	
-0.341064	0.0720215	
-0.346191	0.0750732	
-0.350891	0.0765991	
-0.355225	0.0787354	
-0.359192	0.083313	
-0.362915	0.0891113	
-0.366272	0.0964355	
-0.369263	0.10498	
-0.371765	0.114136	
-0.373779	0.122986	
-0.375366	0.130005	
-0.376648	0.133972	
-0.377686	0.137024	
-0.37854	0.140686	
-0.379395	0.144653	
-0.380432	0.148926	
-0.381653	0.153503	
-0.382996	0.159302	
-0.384277	0.168152	
-0.385315	0.177307	
-0.385925	0.184326	
-0.385986	0.187988	
-0.385376	0.188904	
-0.383911	0.187378	
-0.381714	0.184326	
-0.378723	0.182495	
-0.374939	0.185242	
-0.370728	0.192566	
-0.366028	0.202637	
-0.361084	0.216064	
-0.355896	0.231323	
-0.350342	0.246582	
-0.344604	0.259705	
-0.338562	0.270386	
-0.332336	0.277405	
-0.325928	0.280151	
-0.319397	0.280151	
-0.312683	0.279846	
-0.305908	0.280151	
-0.299011	0.280762	
-0.292053	0.281067	
-0.284912	0.282593	
-0.27771	0.286865	
-0.270203	0.293579	
-0.26239	0.300293	
-0.254333	0.305481	
-0.245911	0.309143	
-0.237183	0.310974	
-0.228333	0.310974	
-0.219482	0.309143	
-0.210754	0.305786	
-0.202209	0.301208	
-0.193848	0.294495	
-0.185791	0.288391	
-0.17804	0.283203	
-0.170715	0.278015	
-0.163696	0.271606	
-0.157043	0.263367	
-0.150818	0.252075	
-0.144836	0.238342	
-0.139221	0.224609	
-0.134033	0.210876	
-0.129089	0.198059	
-0.124451	0.187683	
-0.119995	0.180664	
-0.115601	0.175781	
-0.111267	0.171204	
-0.106995	0.16449	
-0.102844	0.153809	
-0.0988159	0.137634	
-0.0949097	0.115662	
-0.0911255	0.088501	
-0.0875854	0.0582886	
-0.0842285	0.0280762	
